1	BLACKEY	Unclassified
1	BLAKEN	Unclassified
1	BEAGRIE	Celtic; Scottish; Ending with -Ie
1	BEATIE	Unclassified
1	BRETTELL	English - Locational Name; Settlement Ending; Ell
1	BEARCROFT	English - Locational Name; Settlement Ending; Croft
1	BEARDER	English - Occupational Name; Ending in -Er; Other Occupation
1	BLYTHIN	English - Other; Regional; North Western
1	BLAYLOCK	English - Locational Name; Settlement Ending; Lock
2	BAGLIN	English - Other; Regional; South Western
2	BEMISTER	Unclassified
2	BENOY	Unclassified
2	BORDERS	Unclassified
2	BOWNS	English - Unclassified; Unclassified; Unclassified
2	BENBRIDGE	Unclassified
2	BOWELS	Unclassified
2	BALTON	Unclassified
2	BANNISTER	English - Occupational Name; Ending in -Er; Other Occupation
2	BALHARRY	Unclassified
3	BELLFIELD	English - Locational Name; Settlement Ending; Field
3	BOURNE	English - Locational Name; Settlement Ending; Bourne
3	BOURNER	English - Occupational Name; Ending in -Er; Other Occupation
3	BESENT	Unclassified
3	BEVERLEY	English - Locational Name; Settlement Ending; Ley
3	BEVES	Unclassified
3	BIDDIS	Unclassified
3	BOTWRIGHT	English - Occupational Name; Other; Other
3	BARLEYCORN	Unclassified
3	BARTTER	Unclassified
4	BARETTE	Unclassified
4	BIDDLES	English - Other; Regional; East Midlands
4	BIENVENU	Unclassified
4	BOWMAR	English - Other; Regional; East Midlands
4	BRANLEY	English - Locational Name; Settlement Ending; Ley
4	BARKBY	Unclassified
4	BEVELL	Unclassified
4	BAUER	Imported From Abroad; European; German
4	BIRDWOOD	Unclassified
4	BLAMIRES	English - Other; Regional; Yorkshire
5	BINELL	Unclassified
5	BLACKSTOCK	English - Locational Name; Settlement Ending; Stock
5	BIRKWOOD	Unclassified
5	BRADBEER	English - Locational Name; Settlement Ending; Beer
5	BURTENWOOD	Unclassified
5	BURNER	Unclassified
5	BUSHLEY	Unclassified
5	BUTTRUM	Unclassified
5	BROOK	English - Locational Name; Generic Feature; Other
5	BRIXTON	Unclassified
6	BROADBERRY	Unclassified
6	BROMELEY	Unclassified
6	BRUNETT	Unclassified
6	BUCKHAM	English - Locational Name; Settlement Ending; Ham
6	BUCKS	Unclassified
6	BROWELL	English - Locational Name; Settlement Ending; Well
6	BUESDEN	Unclassified
6	BURGOYNE	English - Locational Name; Place; Country
6	BULCOCK	English - Diminutive; Ending with -Cock; Other
6	BULFORD	English - Locational Name; Settlement Ending; Ford
7	BANNATYNE	Celtic; Scottish; Other Regional
7	BAINE	Unclassified
7	BANTOM	Unclassified
7	BASKETTER	Unclassified
7	BACCUS	Unclassified
7	BAGGALY	Unclassified
7	BADDER	English - Occupational Name; Ending in -Er; Other Occupation
7	BANER	Unclassified
7	BRUER	Unclassified
7	BROUGTON	Unclassified
8	BOWDICH	Unclassified
8	BRUM	English - Other; Regional; London
8	BRUMAGE	Unclassified
8	BORRETT	English - Diminutive; Ending with -Ett; Other
8	BEVITT	Unclassified
8	BESWARICK	Unclassified
8	BUNTEN	Celtic; Scottish; Other Regional
8	BURBAGE	English - Locational Name; Place; Other
8	BARLTROP	English - Other; Regional; South Eastern
8	BARRIE	Celtic; Scottish; Ending with -Ie
9	BARTRUM	English - Other; Regional; East Anglian
9	BOUGHAM	Unclassified
9	BOWLY	Unclassified
9	BARRINGER	English - Occupational Name; Ending in -Er; Other Occupation
9	BAREN	Unclassified
9	BEZZANT	Unclassified
9	BIBLE	Unclassified
9	BOWN	English - Other; Regional; South Western
9	BRADNICK	English - Other; Regional; West Midlands
9	BURDETT	English - Diminutive; Ending with -Ett; Other
10	BETTY	English - Name Of Person; Female Personal Name; Female Personal Name
10	BINLEY	English - Locational Name; Settlement Ending; Ley
10	BRADY	Celtic; Irish; Unclassified
10	BRACKIN	Unclassified
10	BYSON	Unclassified
10	BYSOUTH	English - Unclassified; Unclassified; Unclassified
10	BRADER	English - Occupational Name; Ending in -Er; Other Occupation
10	BRAKER	English - Occupational Name; Ending in -Er; Other Occupation
10	BUSTOW	Unclassified
10	BAYFORD	English - Locational Name; Settlement Ending; Ford
11	BLAKES	Unclassified
11	BREED	English - Other; Regional; South Eastern
11	BREZE	Unclassified
11	BRELLISFORD	Unclassified
11	BEED	Unclassified
11	BOBBIN	Unclassified
11	BLUMSON	Unclassified
11	BLANCHE	English - Norman; Norman; Norman
11	BRAZIL	English - Unclassified; Unclassified; Unclassified
11	BEAMONT	English - Norman; Norman; Norman
12	BEAMS	English - Other; Regional; London
12	BREBNER	English - Occupational Name; Ending in -Er; Other Occupation
12	BEAR	English - Nickname; Creature; Animal
12	BLANN	English - Other; Regional; South Eastern
12	BLOXHAM	English - Locational Name; Settlement Ending; Ham
12	BRIDLE	English - Occupational Name; Other; Other
12	BRINSON	English - Name Of Parent; Ending in -Son; Other
12	BLAXTER	Unclassified
12	BROADMEADOW	Unclassified
12	BELMER	Unclassified
13	BOOLES	Unclassified
13	BOOTES	English - Other; Regional; South Eastern
13	BOOTHAM	Unclassified
13	BRIMMACOMBE	Unclassified
13	BODYCOTE	English - Other; Regional; East Midlands
13	BROWNFIELD	English - Locational Name; Settlement Ending; Field
13	BUCHANAN	Celtic; Scottish; Other Regional
13	BIRDS	English - Other; Regional; East Midlands
13	BISSEL	Unclassified
13	BRANDOM	English - Other; Regional; South Eastern
14	BARTABY	Unclassified
14	BAUSOR	Unclassified
14	BREEZE	Celtic; Welsh; Name of Parent Starting with -Ap
14	BEADEN	Unclassified
14	BLENCH	English - Other; Regional; Northern
14	BLEST	Unclassified
14	BRANNON	English - Unclassified; Unclassified; Unclassified
14	BRANSOM	Unclassified
14	BATTISCOMBE	Unclassified
14	BAYLEE	Unclassified
15	BOASE	Celtic; Cornish; Other Regional
15	BORE	English - Unclassified; Unclassified; Unclassified
15	BEENY	English - Locational Name; Place; Other
15	BONAS	English - Unclassified; Unclassified; Unclassified
15	BEGRIE	Unclassified
15	BEHARRELL	English - Locational Name; Settlement Ending; Ell
15	BEEBY	English - Locational Name; Settlement Ending; By
15	BONCER	Unclassified
15	BOONE	English - Unclassified; Unclassified; Unclassified
15	BONES	English - Unclassified; Unclassified; Unclassified
16	BACH	Imported From Abroad; European; Polish
16	BACHE	English - Other; Regional; West Midlands
16	BERMINGHAM	English - Locational Name; Settlement Ending; Ham
16	BENDEN	Unclassified
16	BOULLEN	Unclassified
16	BENHAM	English - Locational Name; Settlement Ending; Ham
16	BOWERING	English - Locational Name; Settlement Ending; Ing
16	BANHAM	English - Locational Name; Settlement Ending; Ham
16	BILLEY	Unclassified
16	BETHWAITE	English - Locational Name; Settlement Ending; Thwaite
17	BANKS	English - Belonging To; Following a Place; Following a Place
17	BALDWINSON	English - Name Of Parent; Ending in -Son; After Male Personal Name
17	BOUGHEN	English - Other; Regional; East Anglian
17	BOVIS	English - Other; Regional; South Eastern
17	BRANIGAN	Celtic; Irish; Ending with -Igan
17	BALLE	Unclassified
17	BRADMAN	Unclassified
17	BRAMBLEY	English - Locational Name; Settlement Ending; Ley
17	BOWYER	English - Occupational Name; Ending in -Er; Other Occupation
17	BRACHER	English - Occupational Name; Ending in -Er; Other Occupation
18	BARRATT	English - Other; Regional; North Western
18	BARWELL	English - Locational Name; Settlement Ending; Well
18	BLACKWOOD	English - Locational Name; Settlement Ending; Wood
18	BRAIK	Unclassified
18	BOYLAN	Celtic; Irish; Unclassified
18	BARNECUT	Unclassified
18	BARETT	Unclassified
18	BASHER	Imported From Abroad; Muslim; Pakistani & Iranian
18	BISBEY	Unclassified
18	BUSCALL	Unclassified
19	BURRELLS	English - Locational Name; Place; Other
19	BUSTARD	English - Occupational Name; Ending in -Ard; Other
19	BREAKALL	Unclassified
19	BRIDDON	English - Locational Name; Settlement Ending; Don
19	BROOKER	English - Occupational Name; Ending in -Er; Other Occupation
19	BRINHAM	Unclassified
19	BRISBOURNE	English - Locational Name; Settlement Ending; Bourne
19	BROCKELBANK	Unclassified
19	BUBEAR	Unclassified
19	BUCKWELL	English - Locational Name; Settlement Ending; Well
20	BRUMFITT	English - Other; Regional; Yorkshire
20	BURNBY	Unclassified
20	BUNN	English - Other; Regional; East Anglian
20	BUN	Unclassified
20	BARNICOTT	Unclassified
20	BACHELL	Unclassified
20	BACKETT	Unclassified
20	BADDLEY	Unclassified
20	BADHAMS	Unclassified
20	BALDREY	English - Unclassified; Unclassified; Unclassified
21	BANKIN	Unclassified
21	BAILHACHE	Unclassified
21	BALIS	Unclassified
21	BARKSBY	English - Locational Name; Settlement Ending; By
21	BARRANCE	English - Locational Name; Place; Other
21	BARKWORTH	English - Locational Name; Settlement Ending; Worth
21	BARDEN	English - Locational Name; Settlement Ending; Den
21	BARREY	Unclassified
21	BARY	Unclassified
21	BRAINE	English - Unclassified; Unclassified; Unclassified
22	BRANDS	Unclassified
22	BOYNS	Celtic; Cornish; Other Regional
22	BOYNTON	English - Locational Name; Settlement Ending; Ton
22	BUSCOMB	Unclassified
22	BIZZELL	Unclassified
22	BIRTCHNELL	English - Locational Name; Settlement Ending; Ell
22	BRANNAGAN	Celtic; Irish; Unclassified
22	BREFFITT	Unclassified
22	BRANSCOMB	Unclassified
22	BIRCHBY	Unclassified
23	BLAKEMORE	English - Locational Name; Settlement Ending; More
23	BIRDSEYE	English - Other; Regional; London
23	BOATMAN	English - Occupational Name; Ending with -Man; Ending with -Man
23	BLINMAN	Unclassified
23	BOCKETT	Unclassified
23	BLANDAMER	Unclassified
23	BLURTON	English - Locational Name; Settlement Ending; Ton
23	BRIMSTED	Unclassified
23	BRIMTON	Unclassified
23	BLOMFIELD	English - Locational Name; Settlement Ending; Field
24	BLYTON	English - Locational Name; Settlement Ending; Ton
24	BOAD	Unclassified
24	BATCHELLOR	Unclassified
24	BATER	English - Occupational Name; Ending in -Er; Other Occupation
