1	CODD	English - Other; Regional; East Midlands
1	COMPLIN	Unclassified
1	CREFFIELD	English - Locational Name; Settlement Ending; Field
1	CROTTY	Celtic; Irish; Unclassified
1	CHAPPELOW	English - Locational Name; Settlement Ending; Low
1	CHAMBELAIN	Unclassified
1	COLVINE	Unclassified
1	COLEBORN	Unclassified
1	CRESWELL	English - Locational Name; Settlement Ending; Well
1	CABE	Unclassified
2	CAILE	Unclassified
2	CHRISHOP	Unclassified
2	CORAM	English - Unclassified; Unclassified; Unclassified
2	CORLASS	Unclassified
2	CAIRD	Celtic; Scottish; Other Regional
2	CHIGNELL	English - Locational Name; Settlement Ending; Ell
2	CAKEBREAD	English - Other; Regional; South Eastern
2	CALLISTER	English - Occupational Name; Ending in -Er; Other Occupation
2	CHESEMAN	Unclassified
2	CHESSER	English - Occupational Name; Ending in -Er; Other Occupation
3	CLETHERO	Unclassified
3	COUBURN	Unclassified
3	COSTER	English - Occupational Name; Ending in -Er; Other Occupation
3	COURTENAY	English - Norman; Norman; Norman
3	CARNOW	Unclassified
3	CAROL	Unclassified
3	CARPENDALE	Unclassified
3	CARADICE	Unclassified
3	CLEVETT	English - Diminutive; Ending with -Ett; Other
3	CLABON	Unclassified
4	COT	Unclassified
4	COULL	Celtic; Scottish; Other Regional
4	CRAFTS	English - Unclassified; Unclassified; Unclassified
4	CARLISH	Unclassified
4	CARLISS	Unclassified
4	CLIBURN	Unclassified
4	CRAIGIE	Celtic; Scottish; Ending with -Ie
4	CARLTIDGE	Unclassified
4	CLEMONDS	Unclassified
4	CLEARER	Unclassified
5	CRATCHLEY	English - Locational Name; Settlement Ending; Ley
5	COWANS	English - Locational Name; Place; Other
5	CLISSETT	English - Diminutive; Ending with -Ett; Other
5	COWHERD	Unclassified
5	CRANK	English - Locational Name; Place; Other
5	CAWDERY	Unclassified
5	COCKERILL	English - Other; Regional; Yorkshire
5	CROSSGROVE	Unclassified
5	CRINSON	English - Name Of Parent; Ending in -Son; Other
5	CAZZER	Unclassified
6	COCKSEY	Unclassified
6	CRUIKSHANK	Celtic; Scottish; Other Regional
6	CUFFLEY	English - Locational Name; Settlement Ending; Ley
6	CULBERTSON	English - Name Of Parent; Ending in -Son; Other
6	CUSSICK	Unclassified
6	CURT	Unclassified
6	CUSHWAY	English - Locational Name; Settlement Ending; Way
6	CARRATT	English - Other; Regional; East Midlands
6	CELLARS	Unclassified
6	CATTLEY	English - Locational Name; Settlement Ending; Ley
7	CATCHLOVE	Unclassified
7	CAHALAN	Unclassified
7	CALLAS	Unclassified
7	CALAGAN	Unclassified
7	CALLIS	English - Other; Regional; East Midlands
7	CALLOW	English - Locational Name; Place; Other
7	CARDO	Unclassified
7	CAPLING	Unclassified
7	CREBER	English - Occupational Name; Ending in -Er; Other Occupation
7	COVENEY	English - Locational Name; Settlement Ending; Ney
8	COE	English - Nickname; Creature; Bird
8	CRABTREE	English - Locational Name; Settlement Ending; Tree
8	CREAGHAN	Unclassified
8	CREAMER	English - Occupational Name; Ending in -Er; Other Occupation
8	COCKING	English - Locational Name; Settlement Ending; Ing
8	COBBY	English - Locational Name; Settlement Ending; By
8	CLUTERBUCK	Unclassified
8	COLLENDER	Unclassified
8	CREGG	English - Other; Regional; North Western
8	CATHERY	Unclassified
9	CAUSTIN	Unclassified
9	CROSTON	English - Locational Name; Settlement Ending; Ton
9	CASSIN	Celtic; Irish; Unclassified
9	CAVANAGH	Celtic; Irish; Unclassified
9	COLEBY	English - Locational Name; Settlement Ending; By
9	CRICKET	Unclassified
9	CHALLINOR	English - Other; Regional; West Midlands
9	CHEETHAM	English - Locational Name; Settlement Ending; Ham
9	CONDUCT	Unclassified
9	COMER	English - Occupational Name; Ending in -Er; Other Occupation
10	CUMNER	English - Occupational Name; Ending in -Er; Other Occupation
10	CRYER	English - Occupational Name; Ending in -Er; Other Occupation
10	CHARK	Unclassified
10	CUNDLIFFE	Unclassified
10	CUNINGHAM	Unclassified
10	CHEALES	Unclassified
10	CRUCKSHANKS	Unclassified
10	COPPARD	English - Occupational Name; Ending in -Ard; Other
10	CURGENVEN	Unclassified
10	CUTBILL	Unclassified
11	CORWELL	Unclassified
11	CORNEY	English - Locational Name; Place; Other
11	CUTHELL	English - Locational Name; Settlement Ending; Ell
11	CHESHIRE	English - Locational Name; Place; County
11	CORNHILL	English - Locational Name; Settlement Ending; Hill
11	CHOICE	Unclassified
11	CLOKE	English - Locational Name; Place; Other
11	CORNWALL	English - Locational Name; Place; Country
11	CIVIL	English - Other; Regional; East Midlands
11	CLIFF	English - Locational Name; Generic Feature; Other
12	CLANCEY	English - Unclassified; Unclassified; Unclassified
12	COULIN	Unclassified
12	CHEADLE	English - Locational Name; Place; Village
12	CHECKER	Unclassified
12	CONRAN	Celtic; Irish; Unclassified
12	CHANTRY	English - Locational Name; Place; Other
12	CORBYN	English - Other; Regional; East Anglian
12	COOIL	Unclassified
12	CHILTERN	Unclassified
12	CAMPY	Unclassified
13	CHIDDLE	Unclassified
13	COPPLE	English - Other; Regional; North Western
13	CONNOCK	English - Other; Regional; South Western
13	CANDWELL	Unclassified
13	CHISMON	Unclassified
13	CHRISTOPHERSON	English - Name Of Parent; Ending in -Son; After Male Personal Name
13	CHILLY	Unclassified
13	CAMIDGE	Unclassified
13	CALLEAR	English - Other; Regional; West Midlands
13	CALLERY	English - Unclassified; Unclassified; Unclassified
14	CAMPANY	Unclassified
14	CLARGO	English - Other; Regional; South Western
14	CLODD	Unclassified
14	CLARKEN	Unclassified
14	CARMONT	Unclassified
14	CARYLE	Unclassified
14	CLIBBORN	Unclassified
14	CLIFFORD	English - Locational Name; Settlement Ending; Ford
14	CLAFTON	Unclassified
14	CARNAL	Unclassified
15	CLANSEY	Unclassified
15	CLENNELL	English - Locational Name; Settlement Ending; Ell
15	CARTMAN	English - Occupational Name; Ending with -Man; Ending with -Man
15	CARTMER	Unclassified
15	COAST	English - Locational Name; Place; Other
15	CLOVER	English - Occupational Name; Ending in -Er; Other Occupation
15	COCKINGS	English - Name Of Parent; Ending in -S; After -Ing
15	CARRISON	Unclassified
15	CESSFORD	English - Locational Name; Settlement Ending; Ford
15	COATMAN	Unclassified
16	CAVIL	Unclassified
16	COBBOLD	English - Other; Regional; East Anglian
16	CAWTHERA	Unclassified
16	CAXTON	Unclassified
16	COLLINGDON	Unclassified
16	COLEBOURN	English - Locational Name; Settlement Ending; Bourne
16	CRUDGINGTON	English - Locational Name; Settlement Ending; Ton
16	CUDE	English - Unclassified; Unclassified; Unclassified
16	CURBISHLEY	English - Locational Name; Settlement Ending; Ley
16	CRUNKHORN	English - Locational Name; Settlement Ending; Horn
17	CRUSHER	Unclassified
17	COUSER	English - Occupational Name; Ending in -Er; Other Occupation
17	COSTALL	English - Locational Name; Settlement Ending; All
17	COTTS	Unclassified
17	CORRIE	English - Other; Regional; Northern
17	COURTAULD	Unclassified
17	CUSACK	Celtic; Irish; Unclassified
17	CRANNY	Celtic; Irish; Unclassified
17	COUZENS	English - Belonging To; Following a Relation; Following a Relation
17	CRAIKE	Unclassified
18	COWCHER	Unclassified
18	CRANDLES	Unclassified
18	CROTHER	Unclassified
18	CROUCHMAN	English - Occupational Name; Ending with -Man; Ending with -Man
18	CROWDER	English - Occupational Name; Ending in -Er; Other Occupation
18	CANTY	English - Unclassified; Unclassified; Unclassified
18	CALDERLEY	Unclassified
18	CALENDER	Unclassified
18	CURRALL	English - Locational Name; Settlement Ending; All
18	CULLIN	Unclassified
19	CHURCHHILL	Unclassified
19	CONIBEAR	English - Locational Name; Settlement Ending; Beer
19	CUCKOW	English - Other; Regional; South Eastern
19	CUDDEFORD	Unclassified
19	CHEFFINGS	English - Name Of Parent; Ending in -S; After -Ing
19	CHIPLIN	English - Unclassified; Unclassified; Unclassified
19	CHISLETT	English - Diminutive; Ending with -Ett; Other
19	COPCUTT	English - Other; Regional; South Eastern
19	CUPAR	Unclassified
19	CRUMLISH	Celtic; Irish; Unclassified
20	CHERRYMAN	Unclassified
20	COPLESTON	English - Locational Name; Settlement Ending; Ton
20	COOBAN	Unclassified
20	CURLY	Unclassified
