1	FARRIE	Unclassified
1	FASEY	Unclassified
1	FEWKES	English - Other; Regional; East Midlands
1	FAUL	English - Unclassified; Unclassified; Unclassified
1	FRETTINGHAM	Unclassified
1	FOULKES	English - Other; Regional; North Western
1	FOUND	English - Other; Regional; London
1	FERNANDEZ	Imported From Abroad; Hispanic; Spanish
1	FELTWELL	Unclassified
1	FENCH	Unclassified
2	FOGDEN	English - Locational Name; Settlement Ending; Den
2	FREESTONE	English - Locational Name; Settlement Ending; Stone
2	FREIL	Unclassified
2	FRAREY	Unclassified
2	FOTHERBY	English - Locational Name; Settlement Ending; By
2	FREKE	English - Other; Regional; South Western
2	FARDON	English - Locational Name; Settlement Ending; Don
2	FAULKNALL	Unclassified
2	FAIRCHILD	English - Nickname; Character; Other
2	FARMER	English - Occupational Name; Ending in -Er; Agricultural Occupation
3	FOURACRES	English - Other; Regional; South Western
3	FURNEAUX	English - Norman; Norman; Norman
3	FURNEL	Unclassified
3	FAIRNIE	Celtic; Scottish; Ending with -Ie
3	FRIZE	Unclassified
3	FAITHFULL	English - Nickname; Character; Other
3	FEARNS	English - Locational Name; Place; Other
3	FERRANT	Unclassified
3	FURMIDGE	English - Locational Name; Settlement Ending; Ridge
3	FEENIE	Unclassified
4	FENTIMAN	English - Occupational Name; Ending with -Man; Ending with -Man
4	FENTUM	Unclassified
4	FLANNIGHAN	Unclassified
4	FLATT	English - Locational Name; Place; Other
4	FINER	Imported From Abroad; Jewish; Jewish
4	FLITT	Unclassified
4	FORESTER	English - Occupational Name; Ending in -Er; Other Occupation
4	FOLLAND	English - Locational Name; Settlement Ending; Land
4	FLORY	English - Other; Regional; East Anglian
4	FORSE	English - Locational Name; Place; Other
5	FALBY	Unclassified
5	FORD	English - Locational Name; Generic Feature; Other
5	FORDE	English - Locational Name; Generic Feature; Other
5	FRANKIS	English - Locational Name; Place; Country
5	FAIRHURST	English - Locational Name; Settlement Ending; Hurst
5	FASHAM	Unclassified
5	FARNIE	Unclassified
5	FAKE	English - Other; Regional; East Anglian
5	FEY	English - Other; Regional; South Western
5	FAUTLEY	English - Locational Name; Settlement Ending; Ley
6	FAID	Imported From Abroad; Muslim; Somali
6	FAIRCLOTH	English - Other; Regional; South Eastern
6	FAIRFIELD	English - Locational Name; Settlement Ending; Field
6	FOULSTONE	English - Locational Name; Settlement Ending; Stone
